Classe,IoU,Pixels_Vrais_%,Pixels_Prédits_%
flat,0.8879964247139596,38.008769132653065,38.995627391581635
human,0.0,1.321336894132653,0.0
vehicle,0.7019194832733959,7.075191326530613,7.391266741071429
construction,0.7062917214701501,20.486164700255102,25.809084024234693
object,0.0003302862804907666,2.047831632653061,0.004444355867346939
nature,0.7722440462144242,15.840082908163266,14.694252232142857
sky,0.8269634408236236,2.9367865114795917,3.055046237244898
void,0.6187480318827767,12.283836894132653,10.050279017857143
