Classe,IoU,Pixels_Vrais_%,Pixels_Prédits_%
flat,0.9087829912397037,38.008769132653065,39.63373325892857
human,0.35485781876580724,1.321336894132653,1.4865314094387756
vehicle,0.743466636852825,7.075191326530613,7.221193399234694
construction,0.7503032023265156,20.486164700255102,23.019802295918367
object,0.018438952193307025,2.047831632653061,0.1299625318877551
nature,0.7984662483775685,15.840082908163266,16.110829878826532
sky,0.8314959770567941,2.9367865114795917,3.0833585778061225
void,0.6472842341298867,12.283836894132653,9.314588647959184
